episode,reward,steps
0,-79.58171243940974,200
1,-63.93140869524476,200
2,31.317997755213096,200
3,-84.98255991485668,200
4,-95.40063540847531,180
5,-155.04950241835746,97
6,-124.8936148049835,44
7,-110.44686469888767,38
8,-252.01461251221318,57
9,-161.54934446939802,50
10,-46.33687278924843,200
11,39.33209660276584,200
12,166.643055296726,47
13,-200.0,1
14,-200.0,1
15,-190.60282127969975,11
16,-147.60066325246027,199
17,148.40845860517615,80
18,-2.976326534443142,200
19,-196.67057144074766,3
20,25.787524353142725,200
21,-60.81926413800271,200
22,-61.013743353951725,77
23,-72.90959053602954,187
24,-7.827362668956192,200
25,-198.15828091145286,9
26,148.45802868697675,42
27,39.764088744124464,200
28,-22.041818552717583,200
29,-200.0,1
30,58.00200702284325,200
31,163.425673915699,191
32,-0.6080863224018727,200
33,-100.24484062635813,82
34,-140.60135668274302,123
35,-200.0,1
36,-20.778573459856485,47
37,31.153904049678253,200
38,-10.666804349957639,200
39,-144.87918448335935,133
40,144.42003570686006,37
41,-68.6201181000845,50
42,57.07576506473433,200
43,10.700912742743789,200
44,16.450297574055462,200
45,-14.092181099295836,170
46,33.805266927369,200
47,78.20384183499657,200
48,39.561010467116155,200
49,-203.43488042552596,2
50,71.66167641435781,200
51,54.06997917560852,200
52,60.69700196496467,200
53,48.152085489576294,200
54,4.159793965798817,200
55,51.386081564529604,200
56,15.929186714072829,200
57,181.3975542842546,29
58,1.2457541727554142,200
59,-40.042960163095714,76
60,-138.89942203620348,101
61,96.84686540230027,200
62,91.94069774749664,200
63,-31.47993886272328,200
64,49.146794907474444,200
65,75.61728600988847,200
66,-12.10845854162861,200
67,170.84479341056675,40
68,18.096111664840322,200
69,53.08686028493536,200
70,-198.576809661383,19
71,135.8273063622167,46
72,186.2548099119149,114
73,173.6219576573728,93
74,-184.50168763310865,11
75,50.99817569579619,200
76,153.8172191167932,21
77,47.3949573956245,200
78,152.34763761733555,178
79,-46.34870839193315,200
80,-76.14948383251189,119
81,38.21206957978882,200
82,-13.515205237795357,119
83,1.4587975047675061,200
84,61.767914878143536,200
85,-142.44201407612366,110
86,12.958740760448688,200
87,76.17421106689892,200
88,-3.755090739046892,67
89,57.412276804968975,200
90,-5.039216811052851,200
91,-68.46035327635349,78
92,-114.7949926473582,200
93,-1.4159008472230323,200
94,-200.0,1
95,9.495276894570345,200
96,-102.49787618247356,61
97,6.201117528440532,200
98,31.807575412847957,200
99,16.633733217256516,200
100,50.52820013145285,200
101,189.92817758910928,39
102,131.47723278990733,171
103,55.732872276991934,200
104,-198.33806850654418,3
105,204.491215009967,96
106,9.174478119690873,200
107,34.377297283392,200
108,98.32314691586713,200
109,16.276242237332806,200
110,84.94630564142776,200
111,137.45340967527684,71
112,-9.571923852572057,200
113,60.37950634990097,200
114,41.5298105572926,200
115,-29.523204699606293,200
116,178.27440730721446,53
117,3.447902534320986,200
118,72.34904202876994,200
119,-107.34284757334068,93
120,47.41121673683767,200
121,233.26030767170755,92
122,199.63377034369253,38
123,44.45552050851357,200
124,37.06524053503202,200
125,-11.05627369400197,200
126,-8.18780432651699,200
127,169.4172626217226,123
128,-211.83433088453583,88
129,170.67780824679747,19
130,41.40025998742699,200
131,41.16245533799267,200
132,31.178301468413952,200
133,160.08793454039022,34
134,-21.206730607685543,200
135,30.64026739905419,200
136,-232.613174618419,97
137,14.078749768162847,200
138,31.607292341375384,200
139,41.3249474595525,200
140,-7.3061957040678855,200
141,5.0822007309890385,200
142,23.36620669540568,200
143,136.06268138923403,116
144,-226.93677860889014,67
145,15.386045921521761,200
