episode,reward,steps,train_success,train_collision,train_timeout,final_distance,exploration_noise
0,-50.0,1,0,1,0,3.170115457579046,0.05
1,83.87271410596372,200,0,0,1,6.876112077394327,0.05
2,-50.0,1,0,1,0,5.457853425074746,0.05
3,7.660098510178912,200,0,0,1,10.904178514396039,0.05
4,72.1648384296117,200,0,0,1,1.6279263133356254,0.05
5,-11.055763923994375,200,0,0,1,6.6735441663114035,0.05
6,-58.79819868804611,23,0,1,0,5.8794730667911335,0.05
7,-35.78301723935166,200,0,0,1,9.335985579667259,0.05
8,-90.44731004696101,144,0,0,0,12.229535754799844,0.05
9,-240.25783876712208,62,0,0,0,29.47678987881423,0.05
10,20.63309280462729,200,0,0,1,9.87965286266406,0.05
11,-54.77278726979896,148,0,0,0,12.100716930276779,0.05
12,28.800900254090777,173,0,0,0,7.857985502651912,0.05
13,-155.08219537877613,107,0,0,0,15.753167608817996,0.05
14,133.30634948498786,47,1,0,0,1.4389602060172801,0.05
15,-38.6475820670679,79,0,0,0,8.166989802591724,0.05
16,-91.14009358035206,78,0,0,0,12.42383976393273,0.05
17,-22.524890465331847,200,0,0,1,4.515128048460415,0.05
18,-7.324220544011325,32,0,1,0,5.711426184235021,0.05
19,-54.73327487485784,200,0,0,1,10.17986383429822,0.05
20,58.819417200447745,200,0,0,1,2.9216319661167334,0.05
21,-34.52360599263494,11,0,1,0,2.062347024806727,0.05
22,73.4123977772581,200,0,0,1,1.8777836336113263,0.05
23,-50.785389152977345,16,0,1,0,7.15952137529664,0.05
24,14.823844406302827,200,0,0,1,2.632707674825606,0.05
25,53.70992935204634,200,0,0,1,3.716039095107497,0.05
26,35.55168120093698,200,0,0,1,2.076007266266924,0.05
27,38.01870399963496,200,0,0,1,5.434615783374081,0.05
28,144.2668840106989,52,1,0,0,1.4540410668842372,0.05
29,23.574351759644756,31,0,1,0,7.1637897397893004,0.05
30,23.94831673681854,200,0,0,1,3.473603105851856,0.05
31,-74.0113482405684,200,0,0,1,13.775640425329218,0.05
32,4.470722819587823,200,0,0,1,7.84760828561578,0.05
33,18.281636207156254,200,0,0,1,8.303533872538155,0.05
34,32.305000238775975,200,0,0,1,3.2233062359162434,0.05
35,-60.29846943953209,200,0,0,1,7.407132638578264,0.05
36,177.60572510745448,38,1,0,0,1.44081612736571,0.05
37,-16.542721249955783,200,0,0,1,3.929088763575394,0.05
38,-25.483603514906047,200,0,0,1,10.349775461701967,0.05
39,5.389536416998267,200,0,0,1,15.466163818754124,0.05
40,-66.80705492284446,200,0,0,1,14.569177718968938,0.05
41,163.23240966156325,103,1,0,0,1.4761776255970145,0.05
42,178.90262772756665,102,1,0,0,1.4552813820818806,0.05
43,-17.944526650897906,200,0,0,1,8.72171902046227,0.05
44,-11.179703529898957,200,0,0,1,8.634767656642348,0.05
45,-84.52828239606423,182,0,0,0,19.539340356474334,0.05
46,-111.9425174750946,169,0,1,0,2.8305241159914627,0.05
47,-19.700776979972865,200,0,0,1,10.316505180492216,0.05
48,183.13511365497544,127,1,0,0,1.419654847735409,0.05
49,184.15616940676477,119,1,0,0,1.49090797352807,0.05
50,44.48177672772786,200,0,0,1,3.3304333963017907,0.05
