episode,reward,steps,train_success,train_collision,train_timeout,final_distance,exploration_noise
0,-179.96026235162785,200,0,0,1,20.810858349343597,0.2
1,-133.97480488189225,200,0,0,1,18.68603297075087,0.1998
2,-152.4257372694518,200,0,0,1,17.205796181084033,0.1996002
3,-133.73149269248316,200,0,0,1,20.340015087876914,0.19940059980000002
4,-200.18078000468057,187,0,0,0,23.596969906140426,0.19920119920020002
5,-196.92912699807567,82,0,0,0,23.060301114205824,0.19900199800099982
6,-38.168203843692794,5,0,1,0,6.245042538275413,0.1988029960029988
7,-80.38178536812644,55,0,0,0,10.735391304776511,0.19860419300699583
8,-147.88354874106415,53,0,0,0,26.37421054150756,0.19840558881398881
9,-196.22262473904456,59,0,0,0,21.661522214077948,0.19820718322517483
10,-189.10053988303522,55,0,0,0,27.40063247966833,0.19800897604194967
11,-183.80310152910124,61,0,0,0,23.877963289503505,0.1978109670659077
12,165.25514249540038,16,1,0,0,1.310176319164975,0.19761315609884178
13,-153.35909249641077,44,0,0,0,18.590344001380057,0.19741554294274297
14,-168.03121341518965,54,0,0,0,19.593769606452945,0.1972181273998002
15,-52.37845634676601,39,0,0,0,17.15218140804624,0.1970209092724004
16,-159.26856678336713,45,0,0,0,21.615159931924715,0.196823888363128
17,-36.71681060327244,7,0,1,0,6.740315182925079,0.19662706447476488
18,-145.37577108563923,61,0,0,0,19.936203378834,0.1964304374102901
19,-251.23597767132276,58,0,0,0,27.99496981840387,0.19623400697287982
20,-133.67312674271807,53,0,0,0,15.682605463855499,0.19603777296590696
21,-10.335706177992002,11,0,1,0,7.136315752983654,0.19584173519294104
22,-96.16383124501303,57,0,0,0,14.6435259261123,0.19564589345774808
23,-205.74847843045018,49,0,0,0,19.501135555028103,0.19545024756429036
24,-191.42211230882063,43,0,0,0,18.307300604978316,0.19525479731672604
25,-188.13107176615483,58,0,0,0,20.15705865074153,0.19505954251940932
26,-37.191649084643785,200,0,0,1,9.446179331941911,0.19486448297688994
27,-0.19526084309998737,21,0,1,0,7.974290161717813,0.19466961849391304
28,-46.30678339622069,200,0,0,1,14.304263754588971,0.19447494887541913
29,-0.8614007501461884,19,0,1,0,10.161066166798657,0.19428047392654368
30,-4.857239622691494,200,0,0,1,4.931901115764293,0.19408619345261716
31,78.02461363860107,200,0,0,1,3.615159295511625,0.19389210725916453
32,58.06713631046035,200,0,0,1,4.793427621488599,0.19369821515190536
33,20.053681327272663,200,0,0,1,4.768617118502145,0.19350451693675347
34,-0.4001881424231597,200,0,0,1,5.738186208958487,0.1933110124198167
35,-53.66389475004416,28,0,1,0,3.853310979284197,0.1931177014073969
36,26.199343300940683,200,0,0,1,6.911437189298359,0.1929245837059895
37,76.66182612281713,200,0,0,1,3.6967378676219096,0.19273165912228352
38,79.66669658677569,200,0,0,1,2.076277039917004,0.19253892746316123
39,-15.184369029096011,19,0,1,0,6.985524294740968,0.19234638853569808
40,62.41867911090533,200,0,0,1,4.788274025937433,0.19215404214716236
41,146.8419469792513,167,1,0,0,1.4859944616392151,0.19196188810501522
42,-45.91044359316284,2,0,1,0,7.273407393699685,0.1917699262169102
43,-31.04513637931851,23,0,1,0,3.6840114273353004,0.19157815629069327
44,-10.773435329561217,18,0,1,0,6.410662382769107,0.1913865781344026
45,107.6422861748783,31,1,0,0,1.4587685810360707,0.19119519155626818
46,43.49882001628594,200,0,0,1,2.9345559266252623,0.1910039963647119
47,199.54281514696982,101,1,0,0,1.25881994337752,0.1908129923683472
48,150.0820502582314,65,1,0,0,1.4899551545676628,0.19062217937597886
49,-36.4188252594521,69,0,1,0,2.7107762390346415,0.19043155719660287
50,-15.153519663774446,11,0,1,0,2.8249187372405036,0.1902411256394063
51,-28.40721481063947,55,0,1,0,3.870608398228079,0.19005088451376687
52,141.88930117543543,64,1,0,0,1.4809414000224985,0.1898608336292531
53,65.11667874013966,200,0,0,1,1.7526633019611886,0.18967097279562384
54,152.30580309370578,126,1,0,0,1.355719070379252,0.1894813018228282
55,38.318115727245186,200,0,0,1,2.7761304113616307,0.18929182052100538
56,183.57181603187516,159,1,0,0,1.3707564847920286,0.18910252870048438
57,-50.0,1,0,1,0,3.332215320508383,0.1889134261717839
58,0.32102591000264624,64,0,1,0,1.8880889628085336,0.1887245127456121
59,166.50841526469296,47,1,0,0,1.4662568292380207,0.1885357882328665
60,193.04397750555466,196,1,0,0,1.4958720455973478,0.18834725244463366
61,-38.10908211209313,9,0,1,0,5.139152357195959,0.188158905192189
62,-35.95629423763582,11,0,1,0,8.666976518596144,0.18797074628699684
63,165.65254068745818,85,1,0,0,1.4343649542811334,0.18778277554070982
64,62.89783369329116,200,0,0,1,3.383238005151449,0.1875949927651691
65,21.09923067861763,200,0,0,1,3.0125854297843033,0.18740739777240395
66,153.2028047606579,59,1,0,0,1.431876903962311,0.18721999037463155
67,80.6465807123889,200,0,0,1,7.239205652564078,0.18703277038425692
68,124.78977590938703,148,1,0,0,1.384578876779108,0.18684573761387266
69,119.56932209856696,55,1,0,0,1.326553055761471,0.18665889187625878
70,179.15170062862273,30,1,0,0,1.446199323312178,0.18647223298438254
71,146.6967525242632,43,1,0,0,1.4631922449487416,0.18628576075139813
72,149.10512037192,23,1,0,0,1.337651120273323,0.18609947499064672
73,14.09189695622472,200,0,0,1,3.901101485276894,0.1859133755156561
74,85.50144218620453,200,0,0,1,4.1026984895968495,0.18572746214014044
75,103.08893220236637,200,0,0,1,4.018745702843661,0.18554173467800028
76,-98.85387524346831,62,0,0,0,14.32223102661119,0.18535619294332228
77,-42.72084219489483,9,0,1,0,5.989347447547537,0.18517083675037896
78,155.84927194355043,115,1,0,0,1.4974820951454093,0.18498566591362858
79,-39.62359450918312,41,0,0,0,10.958715576895926,0.18480068024771495
80,-50.0,1,0,1,0,2.550949105552202,0.18461587956746725
81,203.63132891427364,112,1,0,0,1.4936100278390194,0.18443126368789978
82,126.0813438332838,22,1,0,0,1.4954908710725343,0.1842468324242119
83,-75.34121804697669,38,0,0,0,10.001494347991482,0.18406258559178768
84,147.37117787282537,91,1,0,0,1.4259521838270934,0.1838785230061959
85,168.00687154938504,36,1,0,0,1.4528455971000096,0.18369464448318967
86,201.07103890506863,69,1,0,0,1.3300899442555356,0.1835109498387065
87,-44.1839515193733,47,0,0,0,9.282560656103843,0.1833274388888678
88,158.49956649587784,138,1,0,0,1.477534109814351,0.1831441114499789
89,44.96232924151454,200,0,0,1,3.272084117782282,0.18296096733852896
90,196.81774548316312,54,1,0,0,1.4873645211651398,0.1827780063711904
91,172.45105431735053,83,1,0,0,1.411329766258348,0.18259522836481923
92,180.68609427808218,87,1,0,0,1.4082164884883623,0.1824126331364544
93,207.0829277268956,36,1,0,0,1.4352358565265306,0.18223022050331794
94,179.41398674046616,41,1,0,0,1.4919237612087721,0.18204799028281463
95,190.82403381183923,65,1,0,0,1.4248792938082806,0.18186594229253183
96,44.85531748402023,200,0,0,1,2.3302489662350805,0.18168407635023928
97,182.13099363408054,63,1,0,0,1.4518031268857292,0.18150239227388903
98,-0.19362004912461644,200,0,0,1,2.657907633521491,0.18132088988161515
99,48.34490473161431,200,0,0,1,3.5494035874058554,0.18113956899173356
100,161.83283919865295,55,1,0,0,1.346669613548909,0.1809584294227418
101,174.18053944041645,137,1,0,0,1.3861678933714991,0.18077747099331906
102,154.4924849069663,58,1,0,0,1.4427995852894293,0.18059669352232574
103,192.06444454822918,84,1,0,0,1.4306831560585502,0.1804160968288034
104,257.6987923163423,97,1,0,0,1.4751418122410824,0.1802356807319746
105,147.1422474598898,81,1,0,0,1.3080134433727975,0.18005544505124263
106,193.89263728718515,129,1,0,0,1.4940042202181756,0.1798753896061914
107,52.53060195587823,200,0,0,1,4.7801201079504505,0.1796955142165852
108,198.16643019290257,50,1,0,0,1.4865640073116801,0.17951581870236863
109,143.35691100784442,52,1,0,0,1.4307464720438912,0.17933630288366625
110,159.55288305234635,68,1,0,0,1.442987616789213,0.1791569665807826
111,225.77482405377378,155,1,0,0,1.4318160809662979,0.17897780961420182
112,175.1250398221486,36,1,0,0,1.3024299107386579,0.17879883180458758
113,224.6805889089694,58,1,0,0,1.455784086495521,0.178620032972783
114,-19.939730824632374,16,0,1,0,3.5736701438488945,0.17844141293981022
115,159.1021773393241,26,1,0,0,1.4905272173938218,0.17826297152687043
116,150.28917873224745,56,1,0,0,1.4660857448628237,0.17808470855534353
117,183.0913068409381,175,1,0,0,1.36132012073179,0.1779066238467882
118,48.04831248348134,200,0,0,1,3.007022333726847,0.17772871722294142
119,214.91766467914596,43,1,0,0,1.2713751022810735,0.1775509885057185
120,58.86319251230308,200,0,0,1,2.1187359732997906,0.17737343751721277
121,162.8568373680959,24,1,0,0,1.401266059407485,0.17719606407969554
122,184.8068702083597,32,1,0,0,1.4628032281130727,0.17701886801561584
123,172.33126169624424,142,1,0,0,1.4946002996465986,0.17684184914760023
124,161.30240283542423,89,1,0,0,1.4966481692201785,0.17666500729845264
125,145.91426580399548,30,1,0,0,1.4745550183446354,0.17648834229115418
126,175.62854773195062,21,1,0,0,1.2989027986639226,0.17631185394886303
127,225.90782780403208,53,1,0,0,1.343436538894559,0.17613554209491417
128,126.15413062275302,15,1,0,0,1.2817305908240675,0.17595940655281925
129,149.09986410826286,32,1,0,0,1.3431509243364168,0.17578344714626642
130,124.84216530792612,21,1,0,0,1.4105200037238377,0.17560766369912018
131,138.7128058083389,17,1,0,0,1.3371230808652337,0.17543205603542103
132,182.88079302905456,61,1,0,0,1.3574240922230312,0.17525662397938563
133,202.1616480454755,85,1,0,0,1.4778458312163365,0.17508136735540625
134,166.4449044657389,174,1,0,0,1.4790419221222713,0.17490628598805083
135,193.79275435624226,36,1,0,0,1.4229629846724083,0.17473137970206276
136,167.05936754366274,65,1,0,0,1.4217313917703047,0.17455664832236073
137,183.98636810921238,35,1,0,0,1.4877621295574817,0.17438209167403834
138,164.14129880347855,38,1,0,0,1.4343473549079948,0.1742077095823643
139,128.27728824756008,167,1,0,0,1.4749677602615767,0.17403350187278194
140,180.10943065623422,33,1,0,0,1.4857806618696794,0.17385946837090915
141,184.16019752943436,44,1,0,0,1.4907893326184825,0.17368560890253826
142,92.4733043090958,200,0,0,1,4.557815922591649,0.17351192329363574
143,136.6292717538706,111,1,0,0,1.4673874721916946,0.1733384113703421
144,173.7116647446132,45,1,0,0,1.470653894364383,0.17316507295897174
145,123.77929665885068,115,1,0,0,1.490661924791246,0.17299190788601276
146,51.07711302168426,200,0,0,1,3.4469617178345495,0.17281891597812676
147,165.7327817684529,39,1,0,0,1.4737467101174238,0.17264609706214862
148,184.60789544688112,55,1,0,0,1.4317507000563423,0.17247345096508648
149,202.40977798745234,30,1,0,0,1.2045966781039117,0.1723009775141214
150,56.370171537259196,200,0,0,1,2.6021209546061113,0.17212867653660727
151,180.9115301887362,44,1,0,0,1.4879596294919573,0.17195654786007067
152,100.0,1,1,0,0,1.4895926408407583,0.17178459131221058
153,166.38830210458892,33,1,0,0,1.3004779043866603,0.1716128067208984
154,246.3977007869947,61,1,0,0,1.30108144632411,0.17144119391417748
155,46.79640143849051,200,0,0,1,3.505424800999349,0.17126975272026332
156,168.33680350377455,198,1,0,0,1.3865380247943568,0.17109848296754304
157,184.69920811983644,27,1,0,0,1.306063726105199,0.1709273844845755
158,138.49275136124902,142,1,0,0,1.3001696528497992,0.1707564571000909
159,185.72182647157348,58,1,0,0,1.3365602335967215,0.17058570064299083
160,205.484241915882,37,1,0,0,1.4751089008560727,0.17041511494234785
161,190.21032505056246,35,1,0,0,1.470662727781256,0.1702446998274055
162,146.57586688389216,61,1,0,0,1.467836269331917,0.1700744551275781
163,158.71881994573766,24,1,0,0,1.493918601061892,0.1699043806724505
164,48.42028824674017,200,0,0,1,2.5447203149108732,0.16973447629177807
165,187.40519077250127,22,1,0,0,1.4299440358952589,0.16956474181548628
166,176.8155114174977,23,1,0,0,1.4697353152518915,0.1693951770736708
167,160.39123524122846,42,1,0,0,1.4308268824085908,0.16922578189659712
168,187.77006769970916,30,1,0,0,1.4270402448550779,0.16905655611470052
169,214.69369901485942,47,1,0,0,1.483518506653832,0.16888749955858584
170,58.67369385903623,200,0,0,1,5.020530727269888,0.16871861205902725
171,188.19313743103555,29,1,0,0,1.3929403218210517,0.16854989344696822
172,199.2973631190241,38,1,0,0,1.4012179332527595,0.16838134355352125
173,162.07181279670462,23,1,0,0,1.2637925716119127,0.16821296220996773
174,155.0297906324053,96,1,0,0,1.4535532742761925,0.16804474924775775
175,167.65008801026806,32,1,0,0,1.427342837881969,0.16787670449851
176,181.20760675524673,106,1,0,0,1.472454479828359,0.1677088277940115
177,4.709666186503021,200,0,0,1,3.2886678473685502,0.16754111896621748
178,192.83038865602913,36,1,0,0,1.4961463778647126,0.16737357784725126
179,125.95629503045913,31,1,0,0,1.4632414491791645,0.16720620426940402
180,182.89772634379557,21,1,0,0,1.4479762252933628,0.1670389980651346
181,162.1738277707112,29,1,0,0,1.4278722278024807,0.16687195906706948
182,156.2929264682713,24,1,0,0,1.2621415044355175,0.1667050871080024
183,179.69225236977184,36,1,0,0,1.2207793066593868,0.1665383820208944
184,188.11409384753063,42,1,0,0,1.2872352059861651,0.1663718436388735
185,207.89474761897333,102,1,0,0,1.4992733284830015,0.16620547179523462
186,121.22063970891365,116,1,0,0,1.309778349492451,0.16603926632343938
187,183.71881554533414,39,1,0,0,1.3158311107059786,0.16587322705711594
188,158.99221664559389,28,1,0,0,1.4807294452123467,0.16570735383005886
189,33.17035036571735,200,0,0,1,2.6134934051142933,0.1655416464762288
190,185.61544597435602,30,1,0,0,1.458062034422197,0.16537610482975254
191,218.97671750358302,88,1,0,0,1.4241944484874478,0.16521072872492282
192,255.0242594510324,66,1,0,0,1.4014441318842243,0.16504551799619788
193,145.86476904577967,34,1,0,0,1.4724337223886694,0.16488047247820167
194,152.00979182407977,33,1,0,0,1.3908439366152365,0.16471559200572347
195,203.7179076876431,52,1,0,0,1.4310006223478504,0.16455087641371774
196,165.45227394353304,109,1,0,0,1.430064480167019,0.16438632553730403
197,155.47217332559708,28,1,0,0,1.4888894474688248,0.16422193921176673
