episode,reward,steps
546,-265.201472313819,45
547,-155.61526262504083,46
548,-244.75804006695654,45
549,-250.09731041129797,41
550,-174.38299077364957,37
551,-223.2342115643619,37
552,-206.33101611426378,56
553,-282.0450808769068,56
554,-169.67986410996429,37
555,-218.62326647818404,49
556,-242.4842547377045,43
557,-239.39159223603735,49
558,-215.06410622143233,41
559,-164.2601205779738,37
560,-326.9063298866692,60
561,-210.35161149876492,52
562,-282.45065232276227,47
563,-211.86474783305164,46
564,-251.59134421849004,49
565,-264.55042807509227,46
566,-199.8641329088307,41
567,-236.20920074772604,48
568,-216.78686597502247,44
569,-244.7946675135108,55
570,-205.7404283194933,39
571,-205.99998950851142,41
572,-186.07819189330576,37
573,-91.2152646891549,38
574,-234.4618100340033,47
575,-181.25028274550178,43
576,-214.9851978312633,46
577,-198.59727946747614,43
578,-206.79874006670502,50
579,-187.11471252316318,43
580,-207.70817881883616,40
581,-138.7174643879357,37
582,-229.76886908570145,40
583,-203.6060044302032,36
584,-211.3411494336988,36
585,-193.39432518505114,40
586,-164.68408060075,37
587,-190.97891002714834,40
588,-291.91283209661276,52
589,-177.01512509604424,36
590,-235.17864688553055,38
591,-203.62902009503895,37
592,-202.31929516551938,40
593,-212.0855065711987,48
594,-149.424158413634,35
595,-258.3170625431529,55
596,-222.14311776231756,38
597,-241.00728912836712,39
598,-228.54379919768047,37
599,-272.8271889969037,46
600,-207.2982971466469,44
601,-289.5230410073492,49
602,-244.0504791464482,42
603,-258.0337075391702,42
604,-196.9952684512588,49
605,-242.65896280127896,49
606,-302.92293551566615,54
607,-150.08698896230635,41
608,-192.57514355946017,38
609,-226.3209054960267,42
610,-158.90270839865605,45
611,-191.2109234315235,43
612,-212.08385631692724,41
613,-209.0964750584391,39
614,-190.77201607554184,37
615,-145.86501675282014,40
616,-171.74249951820164,37
617,-211.87051786408594,41
618,-168.5690961612031,40
619,-214.28549803737394,49
620,-177.72711100384268,43
621,-128.1195468745177,38
622,-154.91998880788202,39
623,-235.3682773360396,48
624,-192.52831177210237,36
625,-245.72389751277308,47
626,-132.83915519671046,40
627,-227.5560614356432,53
628,-264.2710026326713,59
629,-275.2869275806898,57
630,-193.472263482027,44
631,-174.75553076256483,35
632,-180.19669035183242,43
633,-244.47350101685913,61
634,-233.95937215680294,48
635,-236.83954451071355,50
636,-306.7217325568439,61
637,-200.3793676360699,43
638,-216.41349205172997,50
639,-229.5481157384851,46
640,-218.87848404367085,44
641,-168.18919425319194,39
642,-247.85224920111926,50
643,-211.35196457819697,49
644,-264.49184844292114,58
645,-182.6018060604878,55
646,-230.2450444411592,41
647,-248.15807000631173,46
648,-205.5891638831981,43
649,-208.16513307963433,45
650,-187.20946837200975,39
651,-271.7501015964806,49
652,-235.2706235989719,57
653,-224.35280696342912,37
654,-198.86608491799097,42
655,-181.71714507257178,43
656,-303.1530084544038,65
657,-207.95819263532397,45
658,-277.69494055195685,60
659,-215.44819621062902,55
660,-243.55604360152364,50
661,-165.22900523733023,53
662,-142.3467969044451,38
663,-274.6198395662479,52
664,-202.3333675585301,36
665,-138.2146102953178,36
666,-186.9420754805825,43
667,-225.30848457235726,49
668,-204.89664903029845,43
669,-244.28335339451132,63
670,-176.97173754521893,45
671,-279.3026735609037,53
672,-324.98044283140155,64
673,-262.8500233958874,58
674,-302.7587008245986,67
675,-252.07665294586465,44
676,-174.40522835045576,54
677,-193.95117011979195,40
678,-195.62828749088328,39
679,-158.75556492931935,41
680,-278.6536356280641,57
681,-153.20935473708823,44
682,-215.15519363856606,45
683,-177.26674381052214,41
684,-165.84284572022162,45
685,-180.05572937623492,48
686,-232.3107236578352,44
687,-197.59698299814283,38
688,-133.1415632172397,55
689,-267.7380111269116,50
690,-204.75211747923072,45
691,-129.25706278489264,38
692,-176.7009613243161,51
693,-236.46172374605956,42
