episode,reward,steps
0,-95.94499925459112,200
1,-93.44649291916551,200
2,-97.46780271189643,200
3,-58.46264678289039,200
4,-76.1371213890916,200
5,123.86036695734433,30
6,-203.18268909898995,62
7,-110.78523058644456,43
8,-66.9744625542974,46
9,-145.46726734942175,38
10,-63.92105518641175,53
11,-73.6557180614023,59
12,-70.55381049997634,54
13,-154.2722537732795,73
14,-129.8051777900993,63
15,-148.8680810717089,54
16,-128.1316390292809,80
17,-108.8819412486481,100
18,160.00586384546173,18
19,-182.5357857349213,52
20,-131.50551472257624,90
21,160.16233617970602,17
22,-28.270253473085262,57
23,-48.21871381243349,47
24,-29.40734986973099,66
25,-16.6994390831575,65
26,17.97407773204018,200
27,117.36859236592551,200
28,130.8397958199645,200
29,-8.285638928402651,200
30,53.56305639930631,200
31,115.27677042191812,200
32,199.46568740287557,71
33,155.6479865221777,79
34,103.82281852302205,200
35,130.4473664495214,99
36,77.13181787080406,200
37,27.682501996802213,200
38,38.36987762147386,200
39,197.63121592443133,26
40,25.663496373293444,200
41,168.38949488030892,46
42,186.65364425814766,54
43,191.92637368970026,151
44,196.18200134607858,178
45,24.539714506065557,200
46,56.68132577035648,200
47,114.16490741995565,200
48,56.126912253563695,200
49,233.71911698687163,90
50,77.92247252672762,200
51,52.002583163959706,200
52,61.73917505313268,200
53,51.09171634293099,200
54,65.20788133057295,200
55,159.63704370048882,26
56,186.83783185003884,35
57,152.89262093745666,104
58,143.00771119492165,12
59,92.5220908342496,200
60,63.370377259315,200
61,191.71759121650047,175
62,131.64887323859563,171
63,170.25240625876847,22
64,188.76791408266644,43
65,133.89473736240637,10
66,144.33821225835976,96
67,183.56653279496328,85
68,186.42050662411566,47
69,166.40566487898832,68
70,149.6827911557058,120
71,135.0615342062151,11
72,161.4825138762609,123
73,214.95042872601164,29
74,173.41824332040045,27
75,152.15564587872834,18
76,20.018386167831594,200
77,91.70759057376027,200
78,33.94947350171221,200
79,122.71437808680074,8
80,165.02299275347346,18
81,18.93214576211484,200
82,42.33342364790807,200
83,55.61958008159275,200
84,172.40338863080908,45
85,169.50557108983736,200
86,176.3175004164363,18
87,161.05169028104714,65
88,198.5411915535061,22
89,244.21391193062425,48
90,61.61000570848518,200
91,15.488646418408468,200
92,173.42005282793076,67
93,154.92005791057898,28
94,182.98787136667818,25
95,143.36952729186814,17
96,169.6148822811872,32
97,154.88214809839025,18
98,163.80316029642927,26
99,184.9872253716338,23
100,103.9129156385641,2
101,195.2948886478046,31
102,208.54041172460472,29
103,245.50180720711344,53
104,168.8651072147148,69
105,155.3773901532606,32
106,203.51306031349344,23
107,208.52244704921043,35
108,184.1551719620979,58
109,173.57162208635455,48
110,157.8293659297928,94
111,129.86617109664215,12
